,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Engine,Max Power,Max Torque,Drivetrain,Fuel Tank Capacity,mileage
2373,Honda,City 1.5 S MT,250000,2009,72256,Petrol,Manual,Navi Mumbai,Black,First,1497 cc,,,FWD,42.0,17.0 kmpl
2374,Honda,City 1.5 S MT,250000,2009,72256,Petrol,Manual,Navi Mumbai,Black,First,1497 cc,,,FWD,42.0,17.0 kmpl
2375,Honda,City 1.5 S MT,250000,2009,72256,Petrol,Manual,Navi Mumbai,Black,First,1497 cc,,,FWD,42.0,17.0 kmpl
2376,Honda,City 1.5 S MT,250000,2009,72256,Petrol,Manual,Navi Mumbai,Black,First,1497 cc,,,FWD,42.0,17.0 kmpl
2377,Honda,City 1.5 S MT,250000,2009,72256,Petrol,Manual,Navi Mumbai,Black,First,1497 cc,,,FWD,42.0,17.0 kmpl
2391,BMW,X1 sDrive20d,3250000,2020,32005,Diesel,Automatic,Bangalore,Blue,Second,1995 cc,184,1750 rpm,RWD,61.0,17.05 kmpl
2440,Mahindra,Quanto C4,249000,2013,60000,Diesel,Manual,Kolkata,Red,First,1493 cc,100,1600 rpm,RWD,55.0,17.21 kmpl
2441,Mahindra,Quanto C4,249000,2013,60000,Diesel,Manual,Kolkata,Red,First,1493 cc,100,1600 rpm,RWD,55.0,17.21 kmpl
2452,Toyota,Etios Liva G,350000,2013,34000,Petrol,Manual,Pune,Black,First,1197 cc,80,3100 rpm,FWD,45.0,17.71 kmpl
2457,Mahindra,XUV500 W8 AWD,975000,2017,78000,Diesel,Manual,Mumbai,Silver,First,2179 cc,140,2800 rpm,AWD,70.0,15.1 kmpl
2458,Mahindra,XUV500 W8 AWD,975000,2017,78000,Diesel,Manual,Mumbai,Silver,First,2179 cc,140,2800 rpm,AWD,70.0,15.1 kmpl
2459,Mahindra,XUV500 W8 AWD,975000,2017,78000,Diesel,Manual,Mumbai,Silver,First,2179 cc,140,2800 rpm,AWD,70.0,15.1 kmpl
2460,Mahindra,XUV500 W8 AWD,975000,2017,78000,Diesel,Manual,Mumbai,Silver,First,2179 cc,140,2800 rpm,AWD,70.0,15.1 kmpl
2461,Mahindra,XUV500 W8 AWD,975000,2017,78000,Diesel,Manual,Mumbai,Silver,First,2179 cc,140,2800 rpm,AWD,70.0,15.1 kmpl
2462,Mahindra,XUV500 W8 AWD,975000,2017,78000,Diesel,Manual,Mumbai,Silver,First,2179 cc,140,2800 rpm,AWD,70.0,15.1 kmpl
2463,Mahindra,XUV500 W8 AWD,975000,2017,78000,Diesel,Manual,Mumbai,Silver,First,2179 cc,140,2800 rpm,AWD,70.0,15.1 kmpl
2472,Toyota,Corolla Altis 1.8 G,340000,2011,109000,Petrol,Manual,Mumbai,White,Second,1794 cc,,,FWD,55.0,14.28 kmpl
2473,Toyota,Corolla Altis 1.8 G,340000,2011,109000,Petrol,Manual,Mumbai,White,Second,1794 cc,,,FWD,55.0,14.28 kmpl
2481,Mahindra,Quanto C8,240000,2013,51500,Diesel,Manual,Kolkata,Maroon,Second,1493 cc,100,1600 rpm,RWD,55.0,17.21 kmpl
2482,Mahindra,Quanto C8,240000,2013,51500,Diesel,Manual,Kolkata,Maroon,Second,1493 cc,100,1600 rpm,RWD,55.0,17.21 kmpl
2486,Audi,A4 35 TDI Premium Plus,3400000,2019,48000,Diesel,Automatic,Chandigarh,White,First,1968 cc,188,1750 rpm,FWD,54.0,18.25 kmpl
2487,Audi,A4 35 TDI Premium Plus,3400000,2019,48000,Diesel,Automatic,Chandigarh,White,First,1968 cc,188,1750 rpm,FWD,54.0,18.25 kmpl
2488,Audi,A4 35 TDI Premium Plus,3400000,2019,48000,Diesel,Automatic,Chandigarh,White,First,1968 cc,188,1750 rpm,FWD,54.0,18.25 kmpl
2489,Audi,A4 35 TDI Premium Plus,3400000,2019,48000,Diesel,Automatic,Chandigarh,White,First,1968 cc,188,1750 rpm,FWD,54.0,18.25 kmpl
2513,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2514,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2515,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2516,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2517,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2518,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2519,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2520,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2521,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2522,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2523,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2524,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2525,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2526,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2527,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2528,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2529,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2530,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2531,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2532,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2533,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2534,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2535,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2536,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2537,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2538,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2539,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2540,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2541,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,1984 cc,150,1500 rpm,FWD,60.0,16.8 kmpl
2544,Honda,City 1.5 V MT,365000,2010,58424,Petrol,Manual,Hyderabad,Gold,First,1497 cc,,,FWD,42.0,17.0 kmpl
2545,Honda,City 1.5 V MT,365000,2010,58424,Petrol,Manual,Hyderabad,Gold,First,1497 cc,,,FWD,42.0,17.0 kmpl
2546,Honda,City 1.5 V MT,365000,2010,58424,Petrol,Manual,Hyderabad,Gold,First,1497 cc,,,FWD,42.0,17.0 kmpl
2547,Honda,City 1.5 V MT,365000,2010,58424,Petrol,Manual,Hyderabad,Gold,First,1497 cc,,,FWD,42.0,17.0 kmpl
2548,Honda,City 1.5 V MT,365000,2010,58424,Petrol,Manual,Hyderabad,Gold,First,1497 cc,,,FWD,42.0,17.0 kmpl
2549,Honda,City 1.5 V MT,365000,2010,58424,Petrol,Manual,Hyderabad,Gold,First,1497 cc,,,FWD,42.0,17.0 kmpl
2581,Tata,Tiago NRG Petrol,525000,2019,32000,Petrol,Manual,Noida,Bronze,First,1199 cc,84,3500 rpm,FWD,35.0,24.0 kmpl
2582,Tata,Tiago NRG Petrol,525000,2019,32000,Petrol,Manual,Noida,Bronze,First,1199 cc,84,3500 rpm,FWD,35.0,24.0 kmpl
2585,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2586,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2587,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2588,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2589,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2590,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2591,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2592,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2593,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2594,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2595,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2596,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2597,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2598,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2599,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2600,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2601,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2602,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2603,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2604,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2605,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2606,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2607,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2608,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2609,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2610,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2611,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2612,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2613,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2618,Honda,CR-V 2.0L 2WD AT,1130000,2015,50000,Petrol,Automatic,Mumbai,Brown,First,1997 cc,154,4300 rpm,FWD,58.0,13.1 kmpl
2619,Honda,CR-V 2.0L 2WD AT,1130000,2015,50000,Petrol,Automatic,Mumbai,Brown,First,1997 cc,154,4300 rpm,FWD,58.0,13.7 kmpl
2625,Hyundai,i20 Magna 1.2,250000,2012,72000,Petrol,Manual,Mumbai,White,Third,,,,,,18.6 kmpl
2626,Hyundai,i20 Magna 1.2,250000,2012,72000,Petrol,Manual,Mumbai,White,Third,,,,,,18.6 kmpl
2627,Hyundai,i20 Magna 1.2,250000,2012,72000,Petrol,Manual,Mumbai,White,Third,,,,,,18.6 kmpl
2628,Hyundai,i20 Magna 1.2,250000,2012,72000,Petrol,Manual,Mumbai,White,Third,,,,,,18.6 kmpl
2629,Hyundai,i20 Magna 1.2,250000,2012,72000,Petrol,Manual,Mumbai,White,Third,,,,,,18.6 kmpl
2630,Hyundai,i20 Magna 1.2,250000,2012,72000,Petrol,Manual,Mumbai,White,Third,,,,,,18.6 kmpl
2631,Hyundai,i20 Magna 1.2,250000,2012,72000,Petrol,Manual,Mumbai,White,Third,,,,,,18.6 kmpl
2632,Hyundai,i20 Magna 1.2,250000,2012,72000,Petrol,Manual,Mumbai,White,Third,,,,,,18.6 kmpl
2633,Hyundai,i20 Magna 1.2,250000,2012,72000,Petrol,Manual,Mumbai,White,Third,,,,,,18.6 kmpl
2634,Hyundai,i20 Magna 1.2,250000,2012,72000,Petrol,Manual,Mumbai,White,Third,,,,,,18.6 kmpl
2635,Hyundai,i20 Magna 1.2,250000,2012,72000,Petrol,Manual,Mumbai,White,Third,,,,,,18.6 kmpl
2640,Honda,City VX CVT,775000,2016,42000,Petrol,Automatic,Mumbai,Brown,First,1497 cc,117,4600 rpm,FWD,40.0,17.4 kmpl
2655,Volvo,XC40 D4 R-Design,3950000,2018,52000,Diesel,Automatic,Bangalore,White,First,1969 cc,190,1750 rpm,AWD,54.0,18.0 kmpl
2656,Volvo,XC40 D4 R-Design,3950000,2018,52000,Diesel,Automatic,Bangalore,White,First,1969 cc,190,1750 rpm,AWD,54.0,18.0 kmpl
2659,Hyundai,i10 Sportz 1.2,190000,2010,60000,Petrol,Manual,Roorkee,White,Third,1197 cc,,,FWD,35.0,20.36 kmpl
2660,Hyundai,i10 Sportz 1.2,190000,2010,60000,Petrol,Manual,Roorkee,White,Third,1197 cc,,,FWD,35.0,20.36 kmpl
2678,Mahindra,Bolero Power Plus ZLX,875000,2019,70000,Diesel,Manual,Dak. Kannada,White,Second,1493 cc,70,1400 rpm,RWD,,16.5 kmpl
2679,Mahindra,Bolero Power Plus ZLX,875000,2019,70000,Diesel,Manual,Dak. Kannada,White,Second,1493 cc,70,1400 rpm,RWD,,16.5 kmpl
2680,Mahindra,Bolero Power Plus ZLX,875000,2019,70000,Diesel,Manual,Dak. Kannada,White,Second,1493 cc,70,1400 rpm,RWD,,16.5 kmpl
2681,Mahindra,Bolero Power Plus ZLX,875000,2019,70000,Diesel,Manual,Dak. Kannada,White,Second,1493 cc,70,1400 rpm,RWD,,16.5 kmpl
2682,Mahindra,Bolero Power Plus ZLX,875000,2019,70000,Diesel,Manual,Dak. Kannada,White,Second,1493 cc,70,1400 rpm,RWD,,16.5 kmpl
2683,Mahindra,Bolero Power Plus ZLX,875000,2019,70000,Diesel,Manual,Dak. Kannada,White,Second,1493 cc,70,1400 rpm,RWD,,16.5 kmpl
2688,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2689,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2690,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2691,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2692,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2693,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2694,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2695,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2696,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2697,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2698,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2699,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2700,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2701,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2702,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2703,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2704,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2705,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2706,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2707,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2708,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2709,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2710,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2711,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2712,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2713,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2714,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2715,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2716,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,1086 cc,,,FWD,35.0,20.36 kmpl
2725,Nissan,Sunny XL,315000,2012,57000,Petrol,Manual,Amritsar,White,First,1498 cc,98,4000 rpm,FWD,41.0,16.95 kmpl
2726,Nissan,Sunny XL,315000,2012,57000,Petrol,Manual,Amritsar,White,First,1498 cc,98,4000 rpm,FWD,41.0,16.95 kmpl
2727,Nissan,Sunny XL,315000,2012,57000,Petrol,Manual,Amritsar,White,First,1498 cc,98,4000 rpm,FWD,41.0,16.95 kmpl
2728,Nissan,Sunny XL,315000,2012,57000,Petrol,Manual,Amritsar,White,First,1498 cc,98,4000 rpm,FWD,41.0,16.95 kmpl
2730,Honda,Brio S MT,341000,2016,49000,Petrol,Manual,Mumbai,White,First,1198 cc,87,4500 rpm,FWD,35.0,19.4 kmpl
2731,Honda,Brio S MT,341000,2016,49000,Petrol,Manual,Mumbai,White,First,1198 cc,87,4500 rpm,FWD,35.0,19.4 kmpl
2732,Honda,Brio S MT,341000,2016,49000,Petrol,Manual,Mumbai,White,First,1198 cc,87,4500 rpm,FWD,35.0,19.4 kmpl
2733,Honda,Brio S MT,341000,2016,49000,Petrol,Manual,Mumbai,White,First,1198 cc,87,4500 rpm,FWD,35.0,19.4 kmpl
2734,Honda,Brio S MT,341000,2016,49000,Petrol,Manual,Mumbai,White,First,1198 cc,87,4500 rpm,FWD,35.0,19.4 kmpl
2735,Honda,Brio S MT,341000,2016,49000,Petrol,Manual,Mumbai,White,First,1198 cc,87,4500 rpm,FWD,35.0,19.4 kmpl
2736,Honda,Brio S MT,341000,2016,49000,Petrol,Manual,Mumbai,White,First,1198 cc,87,4500 rpm,FWD,35.0,19.4 kmpl
2773,Honda,City 1.5 E MT,375000,2013,86000,Petrol,Manual,Mumbai,Purple,Second,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2774,Honda,City 1.5 E MT,375000,2013,86000,Petrol,Manual,Mumbai,Purple,Second,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2775,Honda,City 1.5 E MT,375000,2013,86000,Petrol,Manual,Mumbai,Purple,Second,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2780,Honda,City 1.5 S MT,499000,2012,96506,Petrol,Manual,Bangalore,Silver,Second,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2781,Honda,City 1.5 S MT,499000,2012,96506,Petrol,Manual,Bangalore,Silver,Second,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2782,Honda,City 1.5 S MT,499000,2012,96506,Petrol,Manual,Bangalore,Silver,Second,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2783,Honda,City 1.5 S MT,499000,2012,96506,Petrol,Manual,Bangalore,Silver,Second,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2784,Honda,City 1.5 S MT,499000,2012,96506,Petrol,Manual,Bangalore,Silver,Second,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2785,Honda,City 1.5 S MT,499000,2012,96506,Petrol,Manual,Bangalore,Silver,Second,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2786,Honda,City 1.5 S MT,499000,2012,96506,Petrol,Manual,Bangalore,Silver,Second,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2801,Mahindra,Bolero Power Plus ZLX,770000,2019,27500,Diesel,Manual,Varanasi,White,First,1493 cc,70,1400 rpm,RWD,,16.5 kmpl
2802,Mahindra,Bolero Power Plus ZLX,770000,2019,27500,Diesel,Manual,Varanasi,White,First,1493 cc,70,1400 rpm,RWD,,16.5 kmpl
2803,Mahindra,Bolero Power Plus ZLX,770000,2019,27500,Diesel,Manual,Varanasi,White,First,1493 cc,70,1400 rpm,RWD,,16.5 kmpl
2804,Mahindra,Bolero Power Plus ZLX,770000,2019,27500,Diesel,Manual,Varanasi,White,First,1493 cc,70,1400 rpm,RWD,,16.5 kmpl
2805,Mahindra,Bolero Power Plus ZLX,770000,2019,27500,Diesel,Manual,Varanasi,White,First,1493 cc,70,1400 rpm,RWD,,16.5 kmpl
2806,Mahindra,Bolero Power Plus ZLX,770000,2019,27500,Diesel,Manual,Varanasi,White,First,1493 cc,70,1400 rpm,RWD,,16.5 kmpl
2812,Mahindra,XUV500 W10 AWD,735000,2015,121000,Diesel,Manual,Kanpur,White,First,2179 cc,138,1600 rpm,AWD,70.0,16.0 kmpl
2818,Toyota,Etios Liva G,315000,2011,38091,Petrol,Manual,Mumbai,Red,First,1197 cc,80,3100 rpm,FWD,45.0,17.71 kmpl
2821,Toyota,Etios VXD,465000,2014,82000,Diesel,Manual,Ludhiana,Silver,First,1364 cc,67,1800 rpm,FWD,45.0,23.59 kmpl
2822,Toyota,Etios VXD,465000,2014,82000,Diesel,Manual,Ludhiana,Silver,First,1364 cc,67,1800 rpm,FWD,45.0,23.59 kmpl
